job,sex,year,count,perc
Apprentice - Auto Mechanic,men,1850,0,0.0
Apprentice - Auto Mechanic,men,1860,0,0.0
Apprentice - Auto Mechanic,men,1870,0,0.0
Apprentice - Auto Mechanic,men,1880,0,0.0
Apprentice - Auto Mechanic,men,1900,0,0.0
Apprentice - Auto Mechanic,men,1910,0,0.0
Apprentice - Auto Mechanic,men,1920,3532,8.411834460300001e-05
Apprentice - Auto Mechanic,men,1930,506,1.0383709675000002e-05
Apprentice - Auto Mechanic,men,1940,0,0.0
Apprentice - Auto Mechanic,men,1950,5955,9.8039349652e-05
Apprentice - Auto Mechanic,men,1960,2093,2.4083075726e-05
Apprentice - Auto Mechanic,men,1970,4106,3.7579462349e-05
Apprentice - Auto Mechanic,men,1980,3961,3.0824221952e-05
Apprentice - Auto Mechanic,men,1990,1800,1.2070355608e-05
Apprentice - Auto Mechanic,men,2000,0,0.0
Apprentice - Auto Mechanic,women,1850,0,0.0
Apprentice - Auto Mechanic,women,1860,0,0.0
Apprentice - Auto Mechanic,women,1870,0,0.0
Apprentice - Auto Mechanic,women,1880,0,0.0
Apprentice - Auto Mechanic,women,1900,0,0.0
Apprentice - Auto Mechanic,women,1910,0,0.0
Apprentice - Auto Mechanic,women,1920,0,0.0
Apprentice - Auto Mechanic,women,1930,506,1.0383709675000002e-05
Apprentice - Auto Mechanic,women,1940,0,0.0
Apprentice - Auto Mechanic,women,1950,1074,1.7681656007000002e-05
Apprentice - Auto Mechanic,women,1960,0,0.0
Apprentice - Auto Mechanic,women,1970,100,9.152328872317398e-07
Apprentice - Auto Mechanic,women,1980,120,9.338315158455876e-07
Apprentice - Auto Mechanic,women,1990,51,3.41993408901851e-07
Apprentice - Auto Mechanic,women,2000,0,0.0
Apprentice - Bricklayer,men,1850,0,0.0
Apprentice - Bricklayer,men,1860,1204,0.000142748167808
Apprentice - Bricklayer,men,1870,3320,0.00025287456302
Apprentice - Bricklayer,men,1880,699,3.8181525898000006e-05
Apprentice - Bricklayer,men,1900,1004,3.3816360523e-05
Apprentice - Bricklayer,men,1910,0,0.0
Apprentice - Bricklayer,men,1920,101,2.405422651e-06
Apprentice - Bricklayer,men,1930,2021,4.1473275204e-05
Apprentice - Bricklayer,men,1940,0,0.0
Apprentice - Bricklayer,men,1950,8290,0.000136481311271
Apprentice - Bricklayer,men,1960,2991,3.4415900380000004e-05
Apprentice - Bricklayer,men,1970,4710,4.3107468988000005e-05
Apprentice - Bricklayer,men,1980,3562,2.7719232162000003e-05
Apprentice - Bricklayer,men,1990,976,6.544815040000001e-06
Apprentice - Bricklayer,men,2000,0,0.0
Apprentice - Bricklayer,women,1850,0,0.0
Apprentice - Bricklayer,women,1860,0,0.0
Apprentice - Bricklayer,women,1870,0,0.0
Apprentice - Bricklayer,women,1880,0,0.0
Apprentice - Bricklayer,women,1900,0,0.0
Apprentice - Bricklayer,women,1910,0,0.0
Apprentice - Bricklayer,women,1920,0,0.0
Apprentice - Bricklayer,women,1930,0,0.0
Apprentice - Bricklayer,women,1940,0,0.0
Apprentice - Bricklayer,women,1950,0,0.0
Apprentice - Bricklayer,women,1960,0,0.0
Apprentice - Bricklayer,women,1970,200,1.830465774e-06
Apprentice - Bricklayer,women,1980,140,1.0894701010000002e-06
Apprentice - Bricklayer,women,1990,53,3.554049151332962e-07
Apprentice - Bricklayer,women,2000,0,0.0
Apprentice - Carpenter,men,1850,404,7.4728987189e-05
Apprentice - Carpenter,men,1860,6818,0.000808352996774
Apprentice - Carpenter,men,1870,8443,0.000643078293849
Apprentice - Carpenter,men,1880,5589,0.00030528833798
Apprentice - Carpenter,men,1900,3113,0.000104850926603
Apprentice - Carpenter,men,1910,0,0.0
Apprentice - Carpenter,men,1920,1615,3.8462946357000006e-05
Apprentice - Carpenter,men,1930,2527,5.1856984879e-05
Apprentice - Carpenter,men,1940,13667,0.000262668932765
Apprentice - Carpenter,men,1950,11840,0.000194926263625
Apprentice - Carpenter,men,1960,7666,8.820872361000001e-05
Apprentice - Carpenter,men,1970,9616,8.8008794436e-05
Apprentice - Carpenter,men,1980,11127,8.6589527306e-05
Apprentice - Carpenter,men,1990,5609,3.7612569226e-05
Apprentice - Carpenter,men,2000,0,0.0
Apprentice - Carpenter,women,1850,0,0.0
Apprentice - Carpenter,women,1860,0,0.0
Apprentice - Carpenter,women,1870,101,7.692870742000001e-06
Apprentice - Carpenter,women,1880,0,0.0
Apprentice - Carpenter,women,1900,0,0.0
Apprentice - Carpenter,women,1910,0,0.0
Apprentice - Carpenter,women,1920,0,0.0
Apprentice - Carpenter,women,1930,0,0.0
Apprentice - Carpenter,women,1940,1010,1.9411401338e-05
Apprentice - Carpenter,women,1950,54,8.890218104543926e-07
Apprentice - Carpenter,women,1960,0,0.0
Apprentice - Carpenter,women,1970,0,0.0
Apprentice - Carpenter,women,1980,840,6.536820610000001e-06
Apprentice - Carpenter,women,1990,318,2.13242949e-06
Apprentice - Carpenter,women,2000,0,0.0
Apprentice - Construction,men,1850,202,3.7364493594e-05
Apprentice - Construction,men,1860,3408,0.000404057936786
Apprentice - Construction,men,1870,5525,0.000420822879724
Apprentice - Construction,men,1880,1995,0.00010897302456
Apprentice - Construction,men,1900,2012,6.7767447583e-05
Apprentice - Construction,men,1910,21412,0.000550028356823
Apprentice - Construction,men,1920,705,1.6790326428e-05
Apprentice - Construction,men,1930,1515,3.1089565529e-05
Apprentice - Construction,men,1940,18051,0.000346925946099
Apprentice - Construction,men,1950,5717,9.412106834e-05
Apprentice - Construction,men,1960,3489,4.0146130534e-05
Apprentice - Construction,men,1970,2603,2.3823512054000003e-05
Apprentice - Construction,men,1980,0,0.0
Apprentice - Construction,men,1990,0,0.0
Apprentice - Construction,men,2000,0,0.0
Apprentice - Construction,women,1850,0,0.0
Apprentice - Construction,women,1860,202,2.3949443436e-05
Apprentice - Construction,women,1870,101,7.692870742000001e-06
Apprentice - Construction,women,1880,0,0.0
Apprentice - Construction,women,1900,0,0.0
Apprentice - Construction,women,1910,0,0.0
Apprentice - Construction,women,1920,0,0.0
Apprentice - Construction,women,1930,0,0.0
Apprentice - Construction,women,1940,101,1.941140133e-06
Apprentice - Construction,women,1950,0,0.0
Apprentice - Construction,women,1960,100,1.150648625e-06
Apprentice - Construction,women,1970,302,2.7640033190000004e-06
Apprentice - Construction,women,1980,0,0.0
Apprentice - Construction,women,1990,0,0.0
Apprentice - Construction,women,2000,0,0.0
Apprentice - Electrician,men,1850,0,0.0
Apprentice - Electrician,men,1860,0,0.0
Apprentice - Electrician,men,1870,0,0.0
Apprentice - Electrician,men,1880,0,0.0
Apprentice - Electrician,men,1900,1407,4.7390059020000006e-05
Apprentice - Electrician,men,1910,0,0.0
Apprentice - Electrician,men,1920,4439,0.000105719516334
Apprentice - Electrician,men,1930,1517,3.1130607859e-05
Apprentice - Electrician,men,1940,7102,0.000136494824065
Apprentice - Electrician,men,1950,12387,0.000203931725298
Apprentice - Electrician,men,1960,9156,0.000105353388126
Apprentice - Electrician,men,1970,22140,0.000202632561233
Apprentice - Electrician,men,1980,18588,0.000144650501804
Apprentice - Electrician,men,1990,17188,0.000115258484553
Apprentice - Electrician,men,2000,0,0.0
Apprentice - Electrician,women,1850,0,0.0
Apprentice - Electrician,women,1860,0,0.0
Apprentice - Electrician,women,1870,0,0.0
Apprentice - Electrician,women,1880,0,0.0
Apprentice - Electrician,women,1900,0,0.0
Apprentice - Electrician,women,1910,0,0.0
Apprentice - Electrician,women,1920,0,0.0
Apprentice - Electrician,women,1930,0,0.0
Apprentice - Electrician,women,1940,101,1.941140133e-06
Apprentice - Electrician,women,1950,0,0.0
Apprentice - Electrician,women,1960,99,1.139142138e-06
Apprentice - Electrician,women,1970,500,4.5761644360000005e-06
Apprentice - Electrician,women,1980,1160,9.027037986e-06
Apprentice - Electrician,women,1990,901,6.041883557e-06
Apprentice - Electrician,women,2000,0,0.0
Apprentice - Machinist,men,1850,0,0.0
Apprentice - Machinist,men,1860,2612,0.000309682902255
Apprentice - Machinist,men,1870,3212,0.000244648523018
Apprentice - Machinist,men,1880,4391,0.000239849900173
Apprentice - Machinist,men,1900,12049,0.000405830007917
Apprentice - Machinist,men,1910,0,0.0
Apprentice - Machinist,men,1920,17659,0.000420567906951
Apprentice - Machinist,men,1930,7077,0.000145228287293
Apprentice - Machinist,men,1940,17891,0.00034385087262
Apprentice - Machinist,men,1950,17372,0.000286001609096
Apprentice - Machinist,men,1960,14047,0.000161631612386
Apprentice - Machinist,men,1970,17724,0.000162215876932
Apprentice - Machinist,men,1980,15146,0.000117865101158
Apprentice - Machinist,men,1990,4030,2.7024185056e-05
Apprentice - Machinist,men,2000,0,0.0
Apprentice - Machinist,women,1850,0,0.0
Apprentice - Machinist,women,1860,0,0.0
Apprentice - Machinist,women,1870,0,0.0
Apprentice - Machinist,women,1880,200,1.0924613991e-05
Apprentice - Machinist,women,1900,100,3.368163398e-06
Apprentice - Machinist,women,1910,0,0.0
Apprentice - Machinist,women,1920,101,2.405422651e-06
Apprentice - Machinist,women,1930,0,0.0
Apprentice - Machinist,women,1940,0,0.0
Apprentice - Machinist,women,1950,165,2.7164555310000003e-06
Apprentice - Machinist,women,1960,497,5.718723667e-06
Apprentice - Machinist,women,1970,401,3.670083877e-06
Apprentice - Machinist,women,1980,841,6.54460254e-06
Apprentice - Machinist,women,1990,356,2.387248109e-06
Apprentice - Machinist,women,2000,0,0.0
Apprentice - Mechanic,men,1850,0,0.0
Apprentice - Mechanic,men,1860,1003,0.000118917285973
Apprentice - Mechanic,men,1870,1710,0.000130245633362
Apprentice - Mechanic,men,1880,0,0.0
Apprentice - Mechanic,men,1900,504,1.6975543529000002e-05
Apprentice - Mechanic,men,1910,0,0.0
Apprentice - Mechanic,men,1920,1313,3.1270494468e-05
Apprentice - Mechanic,men,1930,1011,2.0746898184e-05
Apprentice - Mechanic,men,1940,0,0.0
Apprentice - Mechanic,men,1950,4726,7.7805871781e-05
Apprentice - Mechanic,men,1960,4784,5.5047030231000005e-05
Apprentice - Mechanic,men,1970,5309,4.8589713983000006e-05
Apprentice - Mechanic,men,1980,0,0.0
Apprentice - Mechanic,men,1990,0,0.0
Apprentice - Mechanic,men,2000,0,0.0
Apprentice - Mechanic,women,1850,0,0.0
Apprentice - Mechanic,women,1860,0,0.0
Apprentice - Mechanic,women,1870,101,7.692870742000001e-06
Apprentice - Mechanic,women,1880,0,0.0
Apprentice - Mechanic,women,1900,0,0.0
Apprentice - Mechanic,women,1910,0,0.0
Apprentice - Mechanic,women,1920,0,0.0
Apprentice - Mechanic,women,1930,0,0.0
Apprentice - Mechanic,women,1940,0,0.0
Apprentice - Mechanic,women,1950,0,0.0
Apprentice - Mechanic,women,1960,200,2.3012972500000003e-06
Apprentice - Mechanic,women,1970,201,1.839618103e-06
Apprentice - Mechanic,women,1980,0,0.0
Apprentice - Mechanic,women,1990,0,0.0
Apprentice - Mechanic,women,2000,0,0.0
Apprentice - Metal Working,men,1850,0,0.0
Apprentice - Metal Working,men,1860,13251,0.001571059777099
Apprentice - Metal Working,men,1870,15780,0.001201915844716
Apprentice - Metal Working,men,1880,8480,0.00046320363322
Apprentice - Metal Working,men,1900,8337,0.000280803782555
Apprentice - Metal Working,men,1910,0,0.0
Apprentice - Metal Working,men,1920,8076,0.000192338547853
Apprentice - Metal Working,men,1930,6067,0.000124501910274
Apprentice - Metal Working,men,1940,0,0.0
Apprentice - Metal Working,men,1950,8716,0.000143494705554
Apprentice - Metal Working,men,1960,4984,5.734832748100001e-05
Apprentice - Metal Working,men,1970,6807,6.229990263300001e-05
Apprentice - Metal Working,men,1980,720,5.602989095e-06
Apprentice - Metal Working,men,1990,930,6.2363503970000005e-06
Apprentice - Metal Working,men,2000,0,0.0
Apprentice - Metal Working,women,1850,0,0.0
Apprentice - Metal Working,women,1860,0,0.0
Apprentice - Metal Working,women,1870,0,0.0
Apprentice - Metal Working,women,1880,0,0.0
Apprentice - Metal Working,women,1900,101,3.401845032e-06
Apprentice - Metal Working,women,1910,0,0.0
Apprentice - Metal Working,women,1920,0,0.0
Apprentice - Metal Working,women,1930,0,0.0
Apprentice - Metal Working,women,1940,0,0.0
Apprentice - Metal Working,women,1950,246,4.049988247e-06
Apprentice - Metal Working,women,1960,0,0.0
Apprentice - Metal Working,women,1970,0,0.0
Apprentice - Metal Working,women,1980,160,1.245108687e-06
Apprentice - Metal Working,women,1990,106,7.108098302665924e-07
Apprentice - Metal Working,women,2000,0,0.0
Apprentice - Plumber,men,1850,0,0.0
Apprentice - Plumber,men,1860,1004,0.000119035847574
Apprentice - Plumber,men,1870,2011,0.000153171911516
Apprentice - Plumber,men,1880,1694,9.2531480504e-05
Apprentice - Plumber,men,1900,2815,9.4813799675e-05
Apprentice - Plumber,men,1910,0,0.0
Apprentice - Plumber,men,1920,5749,0.000136918562606
Apprentice - Plumber,men,1930,6571,0.000134844577618
Apprentice - Plumber,men,1940,8921,0.000171454565683
Apprentice - Plumber,men,1950,17684,0.000291138179556
Apprentice - Plumber,men,1960,9754,0.000112234266905
Apprentice - Plumber,men,1970,15327,0.000140277744626
Apprentice - Plumber,men,1980,12270,9.5484272495e-05
Apprentice - Plumber,men,1990,7878,5.282792304500001e-05
Apprentice - Plumber,men,2000,0,0.0
Apprentice - Plumber,women,1850,0,0.0
Apprentice - Plumber,women,1860,0,0.0
Apprentice - Plumber,women,1870,0,0.0
Apprentice - Plumber,women,1880,0,0.0
Apprentice - Plumber,women,1900,200,6.736326797000001e-06
Apprentice - Plumber,women,1910,0,0.0
Apprentice - Plumber,women,1920,0,0.0
Apprentice - Plumber,women,1930,0,0.0
Apprentice - Plumber,women,1940,2821,5.4217389282000006e-05
Apprentice - Plumber,women,1950,3305,5.4411427473e-05
Apprentice - Plumber,women,1960,0,0.0
Apprentice - Plumber,women,1970,200,1.830465774e-06
Apprentice - Plumber,women,1980,500,3.8909646490000005e-06
Apprentice - Plumber,women,1990,244,1.6362037600000002e-06
Apprentice - Plumber,women,2000,0,0.0
Apprentice - Printing,men,1850,0,0.0
Apprentice - Printing,men,1860,2005,0.000237716010345
Apprentice - Printing,men,1870,4522,0.000344427341559
Apprentice - Printing,men,1880,2597,0.000141856112673
Apprentice - Printing,men,1900,4229,0.000142439630133
Apprentice - Printing,men,1910,0,0.0
Apprentice - Printing,men,1920,5150,0.000122652739158
Apprentice - Printing,men,1930,9605,0.000197105793338
Apprentice - Printing,men,1940,15899,0.000305566207802
Apprentice - Printing,men,1950,20145,0.0003316545254
Apprentice - Printing,men,1960,12253,0.000140988976049
Apprentice - Printing,men,1970,10015,9.1660573656e-05
Apprentice - Printing,men,1980,0,0.0
Apprentice - Printing,men,1990,0,0.0
Apprentice - Printing,men,2000,0,0.0
Apprentice - Printing,women,1850,0,0.0
Apprentice - Printing,women,1860,0,0.0
Apprentice - Printing,women,1870,0,0.0
Apprentice - Printing,women,1880,99,5.407683925000001e-06
Apprentice - Printing,women,1900,200,6.736326797000001e-06
Apprentice - Printing,women,1910,0,0.0
Apprentice - Printing,women,1920,303,7.216267954e-06
Apprentice - Printing,women,1930,505,1.0363188509e-05
Apprentice - Printing,women,1940,2435,4.6798774514e-05
Apprentice - Printing,women,1950,1967,3.2383442614e-05
Apprentice - Printing,women,1960,299,3.440439389e-06
Apprentice - Printing,women,1970,1100,1.0067561759000002e-05
Apprentice - Printing,women,1980,0,0.0
Apprentice - Printing,women,1990,0,0.0
Apprentice - Printing,women,2000,0,0.0
Architect,men,1850,405,7.491395992900001e-05
Architect,men,1860,1707,0.000202384653196
Architect,men,1870,1914,0.000145783708921
Architect,men,1880,3892,0.000212592988265
Architect,men,1900,10151,0.000341902266608
Architect,men,1910,16624,0.000427034905839
Architect,men,1920,15439,0.00036769624075
Architect,men,1930,18200,0.000373485209657
Architect,men,1940,19929,0.000383019621063
Architect,men,1950,24820,0.000408620765471
Architect,men,1960,30179,0.000347254248608
Architect,men,1970,57091,0.000522515607649
Architect,men,1980,107765,0.000838619610875
Architect,men,1990,143413,0.000961692171585
Architect,men,2000,171025,0.001017265086695
Architect,women,1850,0,0.0
Architect,women,1860,0,0.0
Architect,women,1870,0,0.0
Architect,women,1880,0,0.0
Architect,women,1900,100,3.368163398e-06
Architect,women,1910,0,0.0
Architect,women,1920,100,2.3816065850000003e-06
Architect,women,1930,0,0.0
Architect,women,1940,303,5.823420401000001e-06
Architect,women,1950,519,8.5444874e-06
Architect,women,1960,1096,1.2611108932000002e-05
Architect,women,1970,2606,2.3850969041e-05
Architect,women,1980,10949,8.5204343891e-05
Architect,women,1990,27057,0.000181437562052
Architect,women,2000,45789,0.000272355217393
Artist / Art Teacher,men,1850,2123,0.000392697128224
Artist / Art Teacher,men,1860,5024,0.000595653484276
Artist / Art Teacher,men,1870,3716,0.000283036709693
Artist / Art Teacher,men,1880,5485,0.000299607538704
Artist / Art Teacher,men,1900,15074,0.00050771695073
Artist / Art Teacher,men,1910,20151,0.00051763597134
Artist / Art Teacher,men,1920,20083,0.000478298050585
Artist / Art Teacher,men,1930,34876,0.000715696163297
Artist / Art Teacher,men,1940,43200,0.000830269839427
Artist / Art Teacher,men,1950,52247,0.000860161528348
Artist / Art Teacher,men,1960,70230,0.0008081005295
Artist / Art Teacher,men,1970,70208,0.000642566705467
Artist / Art Teacher,men,1980,88510,0.000688778562229
Artist / Art Teacher,men,1990,113275,0.000759594184183
Artist / Art Teacher,men,2000,147525,0.000877485934306
Artist / Art Teacher,women,1850,0,0.0
Artist / Art Teacher,women,1860,605,7.172976870700001e-05
Artist / Art Teacher,women,1870,502,3.8235852601e-05
Artist / Art Teacher,women,1880,3393,0.000185336076358
Artist / Art Teacher,women,1900,11754,0.000395893925891
Artist / Art Teacher,women,1910,15617,0.000401167235592
Artist / Art Teacher,women,1920,13929,0.000331733981308
Artist / Art Teacher,women,1930,20220,0.000414937963696
Artist / Art Teacher,women,1940,19699,0.000378599202937
Artist / Art Teacher,women,1950,30171,0.000496716241541
Artist / Art Teacher,women,1960,59496,0.000684589906068
Artist / Art Teacher,women,1970,51690,0.00047308387941
Artist / Art Teacher,women,1980,91749,0.000713984231227
Artist / Art Teacher,women,1990,136297,0.000913974032413
Artist / Art Teacher,women,2000,144382,0.00085879121618
Athlete,men,1850,204,3.7734439075000006e-05
Athlete,men,1860,100,1.1856160116e-05
Athlete,men,1870,201,1.5309574447e-05
Athlete,men,1880,498,2.7202288837e-05
Athlete,men,1900,3417,0.000115090143335
Athlete,men,1910,0,0.0
Athlete,men,1920,3735,8.895300597200001e-05
Athlete,men,1930,7579,0.000155529912307
Athlete,men,1940,10153,0.000195132631474
Athlete,men,1950,8927,0.000146968475961
Athlete,men,1960,4387,5.0478955188000005e-05
Athlete,men,1970,0,0.0
Athlete,men,1980,0,0.0
Athlete,men,1990,0,0.0
Athlete,men,2000,0,0.0
Athlete,women,1850,0,0.0
Athlete,women,1860,0,0.0
Athlete,women,1870,0,0.0
Athlete,women,1880,200,1.0924613991e-05
Athlete,women,1900,0,0.0
Athlete,women,1910,0,0.0
Athlete,women,1920,0,0.0
Athlete,women,1930,0,0.0
Athlete,women,1940,748,1.4375968516e-05
Athlete,women,1950,155,2.551821863e-06
Athlete,women,1960,796,9.159163056e-06
Athlete,women,1970,0,0.0
Athlete,women,1980,0,0.0
Athlete,women,1990,0,0.0
Athlete,women,2000,0,0.0
Auctioneer,men,1850,809,0.000149642947118
Auctioneer,men,1860,1908,0.000226215535031
Auctioneer,men,1870,2108,0.00016056011411
Auctioneer,men,1880,2594,0.000141692243463
Auctioneer,men,1900,2818,9.4914844577e-05
Auctioneer,men,1910,2519,6.4707707399e-05
Auctioneer,men,1920,5652,0.000134608404218
Auctioneer,men,1930,5053,0.000103693448593
Auctioneer,men,1940,5580,0.000107243187592
Auctioneer,men,1950,13509,0.000222403622915
Auctioneer,men,1960,4385,5.0455942216e-05
Auctioneer,men,1970,5415,4.9559860843e-05
Auctioneer,men,1980,6427,5.0014459602000005e-05
Auctioneer,men,1990,8339,5.5919275232e-05
Auctioneer,men,2000,0,0.0
Auctioneer,women,1850,0,0.0
Auctioneer,women,1860,0,0.0
Auctioneer,women,1870,0,0.0
Auctioneer,women,1880,0,0.0
Auctioneer,women,1900,0,0.0
Auctioneer,women,1910,0,0.0
Auctioneer,women,1920,0,0.0
Auctioneer,women,1930,0,0.0
Auctioneer,women,1940,2744,5.2737510171e-05
Auctioneer,women,1950,2970,4.889619957400001e-05
Auctioneer,women,1960,99,1.139142138e-06
Auctioneer,women,1970,800,7.321863097e-06
Auctioneer,women,1980,1282,9.97643336e-06
Auctioneer,women,1990,1577,1.0574972663e-05
Auctioneer,women,2000,0,0.0
Author,men,1850,101,1.8682246797e-05
Author,men,1860,301,3.5687041952000005e-05
Author,men,1870,303,2.3078612227e-05
Author,men,1880,797,4.3534586754e-05
Author,men,1900,803,2.7046352092000004e-05
Author,men,1910,1260,3.2366697627e-05
Author,men,1920,3836,9.1358428623e-05
Author,men,1930,7581,0.000155570954638
Author,men,1940,11522,0.000221443728932
Author,men,1950,9927,0.000163431842821
Author,men,1960,20930,0.000240830757261
Author,men,1970,18231,0.000166856107671
Author,men,1980,28608,0.000222625433377
Author,men,1990,61985,0.000415656106878
Author,men,2000,89748,0.000533825505047
Author,women,1850,0,0.0
